periodo,valor
Ene.2011,1.47715454647663
Feb.2011,3.21697604919304
Mar.2011,2.06149470733099
Abr.2011,2.43078878139589
May.2011,2.59938068362617
Jun.2011,2.18098716173165
Jul.2011,2.37110456440177
Ago.2011,2.03198462794749
Sep.2011,1.8898137336788
Oct.2011,1.83980741370222
Nov.2011,2.37110456440177
Dic.2011,1.86620654260699
Ene.2012,0.913699668105195
Feb.2012,0.47449226696874
Mar.2012,0.824394740157031
Abr.2012,0.882697965760881
May.2012,1.03096390110859
Jun.2012,1.23625200237147
Jul.2012,1.28591120407986
Ago.2012,1.28036260984314
Sep.2012,1.27732949889101
Oct.2012,1.19965595070159
Nov.2012,1.25308103400066
Dic.2012,1.28440216882051
Ene.2013,-0.203050936397631
Feb.2013,0.267175794088526
Mar.2013,0.609228291716302
Abr.2013,0.612393015085666
May.2013,0.676184695494486
Jun.2013,0.899931965134559
Jul.2013,1.0083619398396
Ago.2013,1.12866618878993
Sep.2013,1.121732628548
Oct.2013,1.1490864880761
Nov.2013,1.24237848535651
Dic.2013,1.2137883186875
Ene.2014,0.75388913236516
Feb.2014,0.80616487181957
Mar.2014,0.921010658628374
Abr.2014,0.994921998882292
May.2014,0.996303536931675
Jun.2014,1.07834437379006
Jul.2014,1.01991578332248
Ago.2014,0.922127486437874
Sep.2014,0.866022211829787
Oct.2014,0.857216028251195
Nov.2014,0.862545097566025
Dic.2014,0.874898513030087
Ene.2015,0.249184025265214
Feb.2015,0.194134902455989
Mar.2015,1.21752238333528
Abr.2015,1.32619978912418
May.2015,1.26594784942917
Jun.2015,1.13110059668369
Jul.2015,1.08430402175879
Ago.2015,1.15455910139777
Sep.2015,1.18886579783954
Oct.2015,1.09004049821908
Nov.2015,1.08931621627959
Dic.2015,0.297057050301808
Ene.2016,0.303636081774727
Feb.2016,0.194134902455989
Mar.2016,0.397590126800895
Abr.2016,0.48225623782796
May.2016,0.29811566728819
Jun.2016,0.353459552441193
Jul.2016,0.411110374192214
Ago.2016,0.372626393470088
Sep.2016,0.346409156198968
Oct.2016,0.299927742331763
Nov.2016,0.329333289726419
Dic.2016,0.20607628865692
Ene.2017,-0.56224629521735
Feb.2017,-0.190547558821108
Mar.2017,-0.0551752205302014
Abr.2017,0.0316784799540892
May.2017,0.0585239481110333
Jun.2017,0.0145553546551325
Jul.2017,0.146721879004574
Ago.2017,0.152006529742255
Sep.2017,0.209073031816764
Oct.2017,0.27745539774322
Nov.2017,0.387298662660918
Dic.2017,0.412332398320991
Ene.2018,-0.103471611052552
Feb.2018,0.124108891485775
Mar.2018,0.475000602134168
Abr.2018,0.623534974486439
May.2018,0.722732994998032
Jun.2018,0.700696247883781
Jul.2018,0.642173963596115
Ago.2018,0.617746475056746
Sep.2018,0.667031796337136
Oct.2018,0.675019830033863
Nov.2018,0.675581265730818
Dic.2018,0.809350793886265
Ene.2019,-0.862095265790319
Feb.2019,-0.607845506673632
Mar.2019,0.0393702767330639
Abr.2019,0.15519473215353
May.2019,0.266652057747541
Jun.2019,0.331285834100337
Jul.2019,0.326858107185912
Ago.2019,0.374793914708604
Sep.2019,0.376825639791267
Oct.2019,0.475225253645184
Nov.2019,0.512028692417754
Dic.2019,0.508640557259765
Ene.2020,-0.392040075254341
Feb.2020,0.031771828359739
Mar.2020,0.688687151240419
Abr.2020,0.740334477531057
May.2020,1.92985395168124
Jun.2020,1.6152052966202
Jul.2020,1.55939636900024
Ago.2020,1.46426157759603
Sep.2020,1.24538438528665
Oct.2020,1.14346263464058
Nov.2020,1.03412217547976
Dic.2020,0.913310420647528
Ene.2021,0.886084643534546
Feb.2021,0.791018085604822
Mar.2021,0.631464541924753
Abr.2021,0.644676074655015
May.2021,0.525882656674148
Jun.2021,0.552610863710079
Jul.2021,0.426716320673082
Ago.2021,0.256030794095441
Sep.2021,0.246621033468086
Oct.2021,0.247942597378326
Nov.2021,0.326151125663299
Dic.2021,0.381592281551768
Ene.2022,-0.00785562055886091
Feb.2022,0.177976306442784
Mar.2022,0.532990020016366
Abr.2022,0.492287180569906
May.2022,0.543701492733017
Jun.2022,0.604424696434158
Jul.2022,0.6
Ago.2022,0.481010396658443
Sep.2022,0.368657436551345
Oct.2022,0.33945694447195
Nov.2022,0.320568353297834
Dic.2022,0.258620716674018
Ene.2023,-0.688958787272587
Feb.2023,-0.650844197429379
Mar.2023,-0.186022783627371
Abr.2023,-0.042752492857312
May.2023,-0.0530778721172021
Jun.2023,-0.0887075832370798
Jul.2023,-0.0869689808393304
Ago.2023,-0.0828444046115262
Sep.2023,-0.0940867552713942
Oct.2023,-0.108822843994816
Nov.2023,-0.0916112161863714
Dic.2023,-0.0603960314959906
Ene.2024,-1.49009698486556
Feb.2024,-1.01996931688723
Mar.2024,-0.74858760087384
Abr.2024,-0.13107084157109
May.2024,-0.03
Jun.2024,0.01
Jul.2024,-0.056510865200321
Ago.2024,-0.0578513649183598
Sep.2024,-0.0647097252821305
Oct.2024,-0.0981319085377574
Nov.2024,-0.03
Dic.2024,0
Ene.2025,-0.62
Feb.2025,0.04
Mar.2025,0.1
Abr.2025,0.33
May.2025,0.43
Jun.2025,0.52
Jul.2025,0.54
Ago.2025,0.53
Sep.2025,0.52
Oct.2025,0.52
Nov.2025,0.54
Dic.2025,0.5
Ene.2026,-0.5
Feb.2026,-0.04
Mar.2026,0.2
Abr.2026,0.64
May.2026,0.78
Jun.2026,0.75
