periodo,valor
Ene.2010,2.85731
Feb.2010,2.854835
Mar.2010,2.8401
Abr.2010,2.84044
May.2010,2.84641428571429
Jun.2010,2.83884
Jul.2010,2.82367368421053
Ago.2010,2.8027619047619
Sep.2010,2.79115909090909
Oct.2010,2.7924
Nov.2010,2.80658571428571
Dic.2010,2.81603
Ene.2011,2.78745238095238
Feb.2011,2.771825
Mar.2011,2.78031304347826
Abr.2011,2.81675263157895
May.2011,2.77509047619048
Jun.2011,2.76469047619048
Jul.2011,2.74208947368421
Ago.2011,2.74014761904762
Sep.2011,2.74524090909091
Oct.2011,2.73208
Nov.2011,2.70590476190476
Dic.2011,2.69683684210526
Ene.2012,2.69314090909091
Feb.2012,2.68385714285714
Mar.2012,2.67244090909091
Abr.2012,2.65707222222222
May.2012,2.67031818181818
Jun.2012,2.671745
Jul.2012,2.6366619047619
Ago.2012,2.61642857142857
Sep.2012,2.60304
Oct.2012,2.588335
Nov.2012,2.59922
Dic.2012,2.56695555555556
Ene.2013,2.55256363636364
Feb.2013,2.5789
Mar.2013,2.59465789473684
Abr.2013,2.59898181818182
May.2013,2.64728636363636
Jun.2013,2.75098421052632
Jul.2013,2.77857619047619
Ago.2013,2.8027380952381
Sep.2013,2.78347142857143
Oct.2013,2.7702380952381
Nov.2013,2.799215
Dic.2013,2.786705
Ene.2014,2.81019545454545
Feb.2014,2.813355
Mar.2014,2.80725238095238
Abr.2014,2.795065
May.2014,2.78794761904762
Jun.2014,2.79542380952381
Jul.2014,2.7874
Ago.2014,2.81577142857143
Sep.2014,2.8658
Oct.2014,2.90754090909091
Nov.2014,2.926425
Dic.2014,2.96375238095238
Ene.2015,3.0076
Feb.2015,3.08007
Mar.2015,3.09332272727273
Abr.2015,3.12162
May.2015,3.15222
Jun.2015,3.16261428571429
Jul.2015,3.18292
Ago.2015,3.24133809523809
Sep.2015,3.22041363636364
Oct.2015,3.250775
Nov.2015,3.3389619047619
Dic.2015,3.38472380952381
Ene.2016,3.43951
Feb.2016,3.5078619047619
Mar.2016,3.40878095238095
Abr.2016,3.3040619047619
May.2016,3.33625909090909
Jun.2016,3.31859523809524
Jul.2016,3.30121052631579
Ago.2016,3.33545
Sep.2016,3.38401818181818
Oct.2016,3.38738095238095
Nov.2016,3.40514210526316
Dic.2016,3.3974619047619
Ene.2017,3.34230454545455
Feb.2017,3.2616
Mar.2017,3.2657
Abr.2017,3.24941111111111
May.2017,3.27583636363636
Jun.2017,3.270515
Jul.2017,3.25127368421053
Ago.2017,3.24378181818182
Sep.2017,3.24765238095238
Oct.2017,3.25302727272727
Nov.2017,3.24287142857143
Dic.2017,3.2488052631579
Ene.2018,3.21599523809524
Feb.2018,3.249985
Mar.2018,3.25311
Abr.2018,3.23141
May.2018,3.27479090909091
Jun.2018,3.272185
Jul.2018,3.27809047619048
Ago.2018,3.28972857142857
Sep.2018,3.31263
Oct.2018,3.33554545454545
Nov.2018,3.376275
Dic.2018,3.36523157894737
Ene.2019,3.34444090909091
Feb.2019,3.32226
Mar.2019,3.30580952380952
Abr.2019,3.30499
May.2019,3.33433636363636
Jun.2019,3.32602
Jul.2019,3.2911380952381
Ago.2019,3.379595
Sep.2019,3.35824285714286
Oct.2019,3.36096190476191
Nov.2019,3.37363
Dic.2019,3.35565714285714
Ene.2020,3.32869090909091
Feb.2020,3.39216
Mar.2020,3.49474090909091
Abr.2020,3.400795
May.2020,3.42355
Jun.2020,3.4724
Jul.2020,3.51863181818182
Ago.2020,3.56547619047619
Sep.2020,3.55649545454546
Oct.2020,3.59712272727273
Nov.2020,3.61011904761905
Dic.2020,3.60415714285714
Ene.2021,3.62586
Feb.2021,3.646365
Mar.2021,3.71102173913043
Abr.2021,3.701585
May.2021,3.77585238095238
Jun.2021,3.91391904761905
Jul.2021,3.944495
Ago.2021,4.08889523809524
Sep.2021,4.10893181818182
Oct.2021,4.015
Nov.2021,4.02166190476191
Dic.2021,4.03878636363636
Ene.2022,3.8898
Feb.2022,3.79376
Mar.2022,3.7408
Abr.2022,3.7433
May.2022,3.75959090909091
Jun.2022,3.75017619047619
Jul.2022,3.90534210526316
Ago.2022,3.87566363636364
Sep.2022,3.90151363636364
Oct.2022,3.98063333333333
Nov.2022,3.87850476190476
Dic.2022,3.83176
Ene.2023,3.83604761904762
Feb.2023,3.84237
Mar.2023,3.78063043478261
Abr.2023,3.76597222222222
May.2023,3.68984545454545
Jun.2023,3.65203333333333
Jul.2023,3.602405
Ago.2023,3.69844545454545
Sep.2023,3.73200952380952
Oct.2023,3.84701363636364
Nov.2023,3.76209523809524
Dic.2023,3.73508947368421
Ene.2024,3.74190952380952
Feb.2024,3.82895238095238
Mar.2024,3.71003684210526
Abr.2024,3.7167
May.2024,3.73287727272727
Jun.2024,3.78837894736842
Jul.2024,3.76611
Ago.2024,3.742925
Sep.2024,3.76989523809524
Oct.2024,3.75581363636364
Nov.2024,3.780265
Dic.2024,3.73655789473684
Ene.2025,3.74825454545455
Feb.2025,3.69817
Mar.2025,3.65344761904762
Abr.2025,3.70126
May.2025,3.66086190476191
Jun.2025,3.60388571428572
Jul.2025,3.557945
Ago.2025,3.54367
Sep.2025,3.50311818181818
Oct.2025,3.41502727272727
Nov.2025,3.373755
Dic.2025,3.36778947368421
Ene.2026,3.357325
Feb.2026,3.357735
Mar.2026,3.45155
Abr.2026,3.45384
May.2026,3.439455
Jun.2026,3.40863333333333
Jul.2026,3.40180526315789
Ago.2026,3.36846
